id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,cat_id
DUR4QNSAIA,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Iowa,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:06-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAIA.",1-Production & Business Activity
DUR4QNSAID,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Idaho,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAID.",1-Production & Business Activity
DUR4QNSAIL,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Illinois,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAIL.",1-Production & Business Activity
DUR4QNSAIN,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Indiana,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:06-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAIN.",1-Production & Business Activity
DUR4QNSAKS,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Kansas,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAKS.",1-Production & Business Activity
DUR4QNSAKY,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Kentucky,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAKY.",1-Production & Business Activity
DUR4QNSALA,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Louisiana,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSALA.",1-Production & Business Activity
DUR4QNSAMA,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Massachusetts,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMA.",1-Production & Business Activity
DUR4QNSAMD,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Maryland,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:06-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMD.",1-Production & Business Activity
DUR4QNSAME,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Maine,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAME.",1-Production & Business Activity
DUR4QNSAMI,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Michigan,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMI.",1-Production & Business Activity
DUR4QNSAMN,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Minnesota,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMN.",1-Production & Business Activity
DUR4QNSAMO,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Missouri,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:06-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMO.",1-Production & Business Activity
DUR4QNSAMS,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Mississippi,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:29-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMS.",1-Production & Business Activity
DUR4QNSAMT,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Montana,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:29-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAMT.",1-Production & Business Activity
DUR4QNSANC,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for North Carolina,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:29-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSANC.",1-Production & Business Activity
DUR4QNSAND,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for North Dakota,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:29-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAND.",1-Production & Business Activity
DUR4QNSANE,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Nebraska,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:06-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSANE.",1-Production & Business Activity
DUR4QNSANH,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for New Hampshire,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:29-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSANH.",1-Production & Business Activity
